Product Name,Brand Name,Price,Rating,Reviews,Sentiment,Cleaned_Reviews
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,"First let me tell you that I spend a lot of time reading reviews and on tech sites and am usually the guy in the family that everyone asks for tech advice.After my Nexus 5 screen shattered I was not happy with the state of any of the higher end android phones. They were just too expensive and big. SO after much research i settled on the Idol 3 after reading tons of great reviews.DESIGN: The phone is thin and sleek. I quite like the plastic back. It has a nice feel to it. There's not much flair to the phone but I personally like that. Its a little big and maybe a tad uncomfortable to hold because of how thin is it. The front has two front facing speakers, and there's a notification light up front. The tray that holds the sim card also has a place for you to put in a micro sd card.Camera: Right off the bat I have to tell you that the camera BLEW ME AWAY. In auto mode you get some very good images, but the camera comes in full manual mode that lets you adjust ISO, shutter speed, focus, and white balance. I've gotten some AMAZING images from this phone. Its probably the phone's most under appreciated feature. The camera has other modes, but I almost never touch them.Battery: The battery for me on this phone easily last a day, and with light use will last 2. I can't tell you how nice it is not having to worry if i remembered to pack my charger all the time.Screen: The screen is nice and bright, colors nice and sharp. Its not the sharpest, but its a great screen, and better than most in this price range.Software: The phone comes with almost stock android. The minor changes are generally useful, like letting you restart the phone and put it in airplane mode from the power button (which annoyingly google too out of stock android). Alcatel has not been the best about software updates, but they have been really good about security updates. Since i've own the phone there have been two security updates. This is good! Most cheap phones never even see these.Performance: This is really the only place that the phone falters. Games take a while to open, and if you have too many apps or tabs open, the phone really starts to get sluggish. About once a day I end up closing all apps to release some ram. This generally helps, but sometimes I end up having to restart the phone to get it back. That being said most apps are fine. Apps like facebook or twitter don't have any hang ups.Overall, this phone is such a good value. Except for maybe being a tad too big, and sometimes sluggish performance with more graphic intensive games, this phone is a joy to use. In many ways it best phones costing 3 times as much.",Positive,first let tell spend lot time reading review tech site usually guy family everyone asks tech adviceafter nexus screen shattered happy state higher end android phone expensive big much research settled idol reading ton great reviewsdesign phone thin sleek quite like plastic back nice feel there much flair phone personally like little big maybe tad uncomfortable hold thin front two front facing speaker there notification light front tray hold sim card also place put micro sd cardcamera right bat tell camera blew away auto mode get good image camera come full manual mode let adjust iso shutter speed focus white balance ive gotten amazing image phone probably phone appreciated feature camera mode almost never touch thembattery battery phone easily last day light use last cant tell nice worry remembered pack charger timescreen screen nice bright color nice sharp sharpest great screen better price rangesoftware phone come almost stock android minor change generally useful like letting restart phone put airplane mode power button annoyingly google stock android alcatel best software update really good security update since ive phone two security update good cheap phone never even see theseperformance really place phone falter game take open many apps tab open phone really start get sluggish day end closing apps release ram generally help sometimes end restart phone get back said apps fine apps like facebook twitter dont hang upsoverall phone good value except maybe tad big sometimes sluggish performance graphic intensive game phone joy use many way best phone costing time much
"Apple iPhone 5c AT&T Cellphone, 16GB, Blue",Apple,124.0,5,Excellent.,Positive,excellent
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,High quality refurb phone. No problems at all.,Positive,high quality refurb phone problem
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,Apple,103.94,5,Thanks! Bought for a friend. She loves it.,Positive,thanks bought friend love
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - White,Apple,139.95,5,"Exactly what I was looking for! My daughter wanted an iPhone for her birthday and I didn't want to spend a fortune and this was just what I wanted! The condition was nearly perfect, it came quickly and it was exactly as promised!",Positive,exactly looking daughter wanted iphone birthday didnt want spend fortune wanted condition nearly perfect came quickly exactly promised
Apple iPhone 5c 32GB (Green) - Verizon Wireless,Apple,199.0,5,Everything went as planned,Positive,everything went planned
5530 XpressMusic Cell Phone w/ Games,NOKIA,123.0,5,I LOVE THIS PHONE. IT'S REALLY WORTH IT. AMAZON IS VERY EFFICIENT. KEEP UP THE GOOD WORKS PLEASE DON'T CHANGE.,Positive,love phone really worth amazon efficient keep good work please dont change
Apple iPhone 4S 16GB (Black) - Verizon,Apple,224.77,5,"perfect screen and back cover , some lightly scratch on metal frame,the net is locked by verizon, I must spend about 80 $ to unlock it,",Positive,perfect screen back cover lightly scratch metal framethe net locked verizon must spend unlock
Apple iPhone 4S 16GB (Black) - Locked to Sprint,Apple,53.0,3,"I got my iPhone about a month ago, and it looked fantastic! But when I tried charging it, it literally took the whole day to get to a hundred percent. It kept switching from the bolt, to the plug symbol. This made me mad. But when I just plugged it into the computer, it took about eh, a good hour or so to fully charge. So just last night I realized that it wasn't my phone that was acting up, it was the plug that was broken. Luckily I have an old plug I can use and now it works perfectly fine.",Neutral,got iphone month ago looked fantastic tried charging literally took whole day get hundred percent kept switching bolt plug symbol made mad plugged computer took eh good hour fully charge last night realized wasnt phone acting plug broken luckily old plug use work perfectly fine
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,5,Good backup phone.,Positive,good backup phone
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,5,"I bought this as a Christmas gift for my daughter. I was so worried that it would not be what we expected it to be per online pics, but it was! My 2nd worry was whether or not I could get it activated with Metro PCS and of course I was! MY DAUGHTER HAS NO COMPLAINTS>>What u see is what you get! Love It!",Positive,bought christmas gift daughter worried would expected per online pic nd worry whether could get activated metro pc course daughter complaintswhat u see get love
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,5,I took it to AT&T with my old phone. Out in minutes with the new working phone. have not had any problems.,Positive,took att old phone minute new working phone problem
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,Works fine,Positive,work fine
"Apple iPhone 5s T-Mobile Cellphone, 16GB, Space Gray",Apple,168.77,5,Thanks I love it,Positive,thanks love
Apple iPhone 5c 32GB (White) - Sprint,Apple,235.16,5,I brought this phone and I love it. Took it to sprint got the SIM card and I was good to go!! 5 stars to the seller,Positive,brought phone love took sprint got sim card good go star seller
Apple iPhone 5c 32GB - Unlocked - (Green),Apple,224.77,5,It was exactly as described. Good price.,Positive,exactly described good price
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,Great will be back for 6s soon,Positive,great back soon
Apple iPhone 5s 16GB (Space Gray) - Verizon Wireless,Apple,149.99,2,Beautiful phone. Arrived on time. Unfortunately it could not be hooked up to page plus. They told me to return it and maybe try again.,Negative,beautiful phone arrived time unfortunately could hooked page plus told return maybe try
Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished),Apple,179.99,1,This phone it doesn't work and the battery is almost dead I want to return this phone back but I don't know how can you do that,Negative,phone doesnt work battery almost dead want return phone back dont know
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,5,"THIS PRODUCT I RECIEVE FROM YOU IS AWESOME PERFECT AND I TRULY MEAN IT. THANKS, PLUS ITS NICE WORKING WITH YOU ! ! ! ! !",Positive,product recieve awesome perfect truly mean thanks plus nice working
"Apple iPhone 5c AT&T Cellphone, 16GB, White",Apple,39.99,1,I was happy I got a case and a charger that was in the description but I was told the phone works perfectly fine but it doesn't. The phone twitches which is beyond annoying. I don't appreciate that,Negative,happy got case charger description told phone work perfectly fine doesnt phone twitch beyond annoying dont appreciate
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,179.99,1,"I have no idea why I didn't check the reviews before I purchased from this vendor, but I wish I had. As others have mentioned, the battery dies almost immediately and certain apps do not work at all. I can't believe that this device was actually checked out and ""certified"" before they shipped it to me. I was able to get a refund, but a huge hassle to have to find another phone.",Negative,idea didnt check review purchased vendor wish others mentioned battery dy almost immediately certain apps work cant believe device actually checked certified shipped able get refund huge hassle find another phone
Apple iPhone 5s 32GB (Silver) - Verizon Wireless,Apple,209.0,1,"They may say its a new screen, but its replaced with a third party aftermarket screen that is not OEM.Apple refuses to service any iphone that has an aftemarket screen.",Negative,may say new screen replaced third party aftermarket screen oemapple refuse service iphone aftemarket screen
Apple iPhone 4S 32GB White - Unlocked,Unknown,155.0,5,brand new no problem,Positive,brand new problem
Apple iPhone 5s 16GB (Space Gray) - Verizon Wireless,Apple,149.99,1,There is something wrong with the iphone I got.,Negative,something wrong iphone got
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,"my in-laws really love the gifts iph5s, thank you",Positive,inlaws really love gift iphs thank
Apple iPhone 3GS 16GB (White) - AT&T,Apple,53.0,5,yes my costumer was so very satisfy to yhis unit,Positive,yes costumer satisfy yhis unit
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,"Awesome!! I haven't had any problems with it. Nice screen and speakers. The camera is great for the price, good colors and all of that. Only one thing it does get a little warm but cools fast",Positive,awesome havent problem nice screen speaker camera great price good color one thing get little warm cool fast
Apple iPhone 4 32GB (White) - Verizon,Apple,115.0,2,"My aunt does not like it. Only the first owner of the phone can unlock it. In addition, it comes with a MEID number instead of IMEID which needs to be verified before using the phone. My aunt informs me that she is thinking of returning the phone.",Negative,aunt like first owner phone unlock addition come meid number instead imeid need verified using phone aunt informs thinking returning phone
Apple iPhone 3GS 16GB (White) - AT&T,Apple,53.0,4,Good,Positive,good
Apple iPhone 4 32GB (White) - Verizon,Apple,115.0,5,its like a brand new iphone 4s sans the box. Arrived promptly. There was a sticker on the bubble wrap covering the phone stating it was an 8 GB phone so for a bit I thought I had been duped. But then checked the iphone memory and it is indeed a 32 GB.Very pleased!!!!!,Positive,like brand new iphone sans box arrived promptly sticker bubble wrap covering phone stating gb phone bit thought duped checked iphone memory indeed gbvery pleased
Apple Iphone 5c A1532 Verizon 16 GB Cell Phone - Blue,Apple,144.99,5,"iphone came in original Apple packaging and in only two days with standard shipping. Works with Verizon just like the ad says. New condition, no scuffs or anything. Thanks!",Positive,iphone came original apple packaging two day standard shipping work verizon like ad say new condition scuff anything thanks
Apple iPhone 5c 32GB (Yellow) - AT&T,Apple,224.77,5,just perfect!,Positive,perfect
Apple iPhone 4 8GB Unlocked- Black,Unknown,179.99,5,Love the phone. Works and not a single scratch. any sim works on it and you can use it in other country,Positive,love phone work single scratch sim work use country
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black,Apple,208.0,1,"Bought a white 34GB iphone for my brother 18 Bday and paid for 2 day shipping because I was going to the US for a few days. Wireovia sent a 16GB and I notice when I was outside the US. Contact seller and they could not provide my with what information they needed to fix my problem form the start. Several emails and about 2 days had pass before a solution could be provided. Just when the problem seems solved I discover that the iphone doesn't work. Can't make or receive calls, local iphone provider says it's hardware problem not software. BEWARE with seller.",Negative,bought white gb iphone brother bday paid day shipping going u day wireovia sent gb notice outside u contact seller could provide information needed fix problem form start several email day pas solution could provided problem seems solved discover iphone doesnt work cant make receive call local iphone provider say hardware problem software beware seller
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,"Works great, and is in excellent, almost-new condition. Very pleased with this phone.",Positive,work great excellent almostnew condition pleased phone
Apple iPhone 5 32GB (White) - Verizon Wireless,Apple,239.95,5,"Works as expected. Despite being ""pre-owned"" it was clean and worked correctly.",Positive,work expected despite preowned clean worked correctly
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,It's was great!,Positive,great
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,Works as expected and was in very good condition,Positive,work expected good condition
Apple iPhone 5c 8GB (Green) - Verizon Wireless,Apple,124.95,2,The wifi won't stay connected & Bluetooth won't connect at all. Other than that decent device.,Negative,wifi wont stay connected bluetooth wont connect decent device
Apple iPhone 5s 32GB (Silver) - Verizon Wireless,Apple,209.0,4,"A bit more sluggish than my 5 was. Not sure why. Not as noticeable as the androids, but annoying none the less.",Positive,bit sluggish sure noticeable android annoying none less
Apple iPhone 5C 16GB 4G LTE White - T-Mobile,Unknown,399.0,5,LOVE IT!!,Positive,love
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),Unknown,149.99,1,"Cosmetically really nice phone... My ringer stopped working, the signal through MetroPCS on the phone sucked. Plus had to buy an extra charger after 2weeks of using it because the charger started falling apart.",Negative,cosmetically really nice phone ringer stopped working signal metropcs phone sucked plus buy extra charger week using charger started falling apart
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,4,Satisfactory,Positive,satisfactory
Apple iPhone 5C 16GB GSM Unlocked 4G LTE Cell Phone - Green,Apple,138.97,3,Refurbished phone with previous broken screen. Screen replacement was a big shoddy and had to replace after a month,Neutral,refurbished phone previous broken screen screen replacement big shoddy replace month
Apple iPhone 5c 8GB Unlocked GSM Smartphone w/ 8MP Camera - Green,Apple,159.99,5,Ship on time and is a great price.,Positive,ship time great price
"Android 5.1 Smartphone Unlocked 5.5"" Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING GSM/3G Cellphone Black",JUNING,57.67,5," This GSM cellphone is greatHello i saw this android cell phone and thought wow it really looks nice and has a lot of applications,and it is a good brand of phone , it has android 3.1 , and i read good reviews about this , which helped me in deciding on getting this .lollipop, and 512 mb that is a lot for a cell phone .This has Mediatek 6580 Quad Core 1.3 GHz Processor with arm Mali-400 GPU 5.5 inch IPS QHD(960*540) Screen,Dual cameras Front 2.0 MP Back 2.0 MP Dual SIM,RAM:512MB;ROM:4GB.This is a really good working cell phone , i have decided to get this turned on , into straight talk , were i live it works the best herefor me .the feel of this is really not heavy its a light phone, it came with a good set of ear phones, a charging usb cable, and electric adapterto charge it that also, and it has a clear back phone case with it also. everything you need .I got the sim card at walmart for .99 cents so i just had to have my cell number ported over from my other carrier that is it ,except putting my phone plan on it , it works great for me , i am so pleased with this product.I got this fully discounted and here is my unbiased review ,If you need any questions answered feel free to ask and I will try to get them answered for you as soon as I can to help you if needed.Receiving any item at a discounted rate or free has no affect on my personal thoughts and opinions and I hope my review has helped answer any questions you may have had prior to purchasing.",Positive,gsm cellphone greathello saw android cell phone thought wow really look nice lot applicationsand good brand phone android read good review helped deciding getting lollipop mb lot cell phone mediatek quad core ghz processor arm mali gpu inch ip qhd screendual camera front mp back mp dual simrammbromgbthis really good working cell phone decided get turned straight talk live work best herefor feel really heavy light phone came good set ear phone charging usb cable electric adapterto charge also clear back phone case also everything need got sim card walmart cent cell number ported carrier except putting phone plan work great pleased producti got fully discounted unbiased review need question answered feel free ask try get answered soon help neededreceiving item discounted rate free affect personal thought opinion hope review helped answer question may prior purchasing
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,4,Purchases a used iPhone and that's what it got. Looks used with scratches on screen. I put an Otter box on it for protection but it also works to cover used look. Phone works great. Good phone for kids.,Positive,purchase used iphone thats got look used scratch screen put otter box protection also work cover used look phone work great good phone kid
Apple iPhone 5c 16GB (Blue) - Sprint,Apple,122.89,1,No it did not meet my expectations at all. Screen was cracked delayed camera. I would like another 5c or 5s in return or my money back. Thank you.,Negative,meet expectation screen cracked delayed camera would like another c return money back thank
Apple iPhone 5S 32 gb (Space Gray) - AT&T,Unknown,135.0,5,Phone is just fine and a much better price than ATT,Positive,phone fine much better price att
Apple iPhone 4S 8GB Unlocked GSM Cell Phone w/ Siri and iCloud - White,Unknown,208.79,5,"bought this to replace mine that suddenly stopped working, seems to have plenty of memory and is fast enough for what I use it for",Positive,bought replace mine suddenly stopped working seems plenty memory fast enough use
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,4,"I got this for my son to get him started on the IPhone but without having to break the bank. It will last him a couple of years and then we can upgrade again. The product was brand new, works great and does everything he needs. The seller was prompt. It came right away.",Positive,got son get started iphone without break bank last couple year upgrade product brand new work great everything need seller prompt came right away
Apple iPhone 5s 32GB (Space Gray) - Verizon Wireless,Apple,49.0,5,It's what I wanted Thank YouJust wish it was Amazon Prime not 3rd party 😩Just a couple more days waiting 👍,Positive,wanted thank youjust wish amazon prime rd party couple day waiting
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,My son is very happy with his purchase.,Positive,son happy purchase
Apple iPhone 5c 32GB (Yellow) - Sprint,Apple,233.43,5,As Described!!,Positive,described
Apple iPhone 5c 32GB (Pink) - AT&T,Apple,540.0,5,Phone works great and is in great condition,Positive,phone work great great condition
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",Unknown,149.99,1,This iPhone can not be activated in Brazil. Existing technology here is gsm. Therefore cdma technology does not work here. I was very frustrated because I had no information that the iPhone would not work. Just looked for unlocked phones. Did not know you had iPhones that could not be activated in Brazil.,Negative,iphone activated brazil existing technology gsm therefore cdma technology work frustrated information iphone would work looked unlocked phone know iphones could activated brazil
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,17.95,1,you only got me two belt clip and one not functioner properly.,Negative,got two belt clip one functioner properly
Apple iPhone 4S 32GB (Black) Unlocked - Verizon,Apple,199.0,5,"Excellent product, very happy with purchase.",Positive,excellent product happy purchase
Apple iPhone 5c 16GB (Yellow) - AT&T,Apple,248.0,3,Phone looks fine but i need a sim card just to access the phone. That was a waste of time,Neutral,phone look fine need sim card access phone waste time
Apple iPhone 5c 32GB (Pink) - AT&T,Apple,540.0,2,"Phone came in decent condition, however, came with a battery problem. Phone would not charge, so I replaced the battery, which was an unconvienent expense.",Negative,phone came decent condition however came battery problem phone would charge replaced battery unconvienent expense
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,1,The phone arrived with the wrong charger and no instructions I have told you this before so don't bother me again,Negative,phone arrived wrong charger instruction told dont bother
Apple iPhone 5S 32 gb (Space Gray) - AT&T,Unknown,135.0,1,"Very undone. Speaker was blown, front facing had to replaced as well as the battery after I found out it was an aftermarketed replacement that was too thick for the facing to seat correctly. Overall spent over $200 to have it in basic standings",Negative,undone speaker blown front facing replaced well battery found aftermarketed replacement thick facing seat correctly overall spent basic standing
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,Excellent phone,Positive,excellent phone
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,1,This was a great phone it's time but my 5s was defective. I bought a SE and couldn't be happier with it.,Negative,great phone time defective bought se couldnt happier
Apple iPhone 4S 16GB (Black) - Verizon,Apple,224.77,5,"This iPhone was reconditioned. It appears new except for minor wear marks from a protective cover. These marks are hidden by the protective cover I put on it. After four weeks use I am satisfied that it functions like a new iPhone. It is my first smart phone and it replaces a desk full of addresses, numbers and lists I use to keep organized, and I am still learning new uses almost every day, (app's are wonderful). This iPhone, and probably all smart phones, are truly amazing.",Positive,iphone reconditioned appears new except minor wear mark protective cover mark hidden protective cover put four week use satisfied function like new iphone first smart phone replaces desk full address number list use keep organized still learning new us almost every day apps wonderful iphone probably smart phone truly amazing
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,Great cell phone!,Positive,great cell phone
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,Someone gave me money to buy this product and they won't please with it. So I had to give dem money from my pocket. Am very disappointed,Negative,someone gave money buy product wont please give dem money pocket disappointed
Apple iPhone 4 32GB (White) - Verizon,Apple,115.0,5,Came in a timely manner with a little slip with contact info (if there was any reason we were unsatisfied) That was very appreciated but unnecessary because I have had no problems. I would definitely order from this company again. Greatness.,Positive,came timely manner little slip contact info reason unsatisfied appreciated unnecessary problem would definitely order company greatness
Apple iPhone 5c 32GB - Unlocked - (White),Apple,219.99,1,Phone freezes,Negative,phone freeze
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,179.99,3,"It appears to have a battery issue.....Have not determined whether or not its a bad battery yet, but having difficulties holding a charge.",Neutral,appears battery issuehave determined whether bad battery yet difficulty holding charge
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,1,This was supposed to be a Verizon phone and it was not. Very disappointed.,Negative,supposed verizon phone disappointed
Apple iPhone 5s 16GB (Gold) - T-Mobile,Apple,279.99,5,Excellent,Positive,excellent
Apple iPhone 4 8GB Unlocked- Black,Unknown,179.99,1,"Beware!!!!!, ABCell sold iPhone 4 to us without mentioning that this was not an original iPhone or it was not new. The phones bear the serial number and IMEI of some old returned products so Apple does not even support these products. When we contacted Apple they said, that this phone has been replaced and please provide new serial number!!! The product didn't even last 7months. Our Iphone started giving problems from the first month itself and now the camera does not work and the screen has dead pixels. Our efforts to return the product or get refund is still not honored by the seller after Amazon sent them the email. Dont waste your money on this.",Negative,beware abcell sold iphone u without mentioning original iphone new phone bear serial number imei old returned product apple even support product contacted apple said phone replaced please provide new serial number product didnt even last month iphone started giving problem first month camera work screen dead pixel effort return product get refund still honored seller amazon sent email dont waste money
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,1,this is a 3G not a 4G as we thought and we cannot get on the internet out side of wifi very disappointed,Negative,g g thought cannot get internet side wifi disappointed
"Apple iPhone 5 Unlocked Cellphone, 64GB, White",Apple,314.95,5,"The phone is exactly what it was advertised to be. I have been using it since August, and it is wonderful! Delivered in excellent condition. I would buy from JP Mobiles again without hesitation.",Positive,phone exactly advertised using since august wonderful delivered excellent condition would buy jp mobile without hesitation
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",Unknown,149.99,5,Item worked as described and priced very reasonably.,Positive,item worked described priced reasonably
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,"nice deal for the price. However, I think the service provided by H2O is just soso in my city.",Positive,nice deal price however think service provided ho soso city
Apple iPhone 5c 8GB Unlocked GSM Smartphone w/ 8MP Camera - Green,Apple,159.99,1,"They sent me a lemon, but thank god the warranty was still active so Apple replaced it.",Negative,sent lemon thank god warranty still active apple replaced
