Product Name,Brand Name,Price,Rating,Reviews,Sentiment,Cleaned_Reviews
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,4,"It did, it works perfectly fine with everything include.",Positive,work perfectly fine everything include
"Apple iPad Mini 3 MGYE2LL/A NEWEST VERSION (16GB, Wi-Fi, Gold) (Certified Refurbished)",Unknown,259.99,2,iPad was scratched badly on the back (3 huge scratches and many smaller ones) and non-original power adapter was not not working. I had to throw it away and use the one i have for my iPhone. Shame to see something like this on Amazon.,Negative,ipad scratched badly back huge scratch many smaller one nonoriginal power adapter working throw away use one iphone shame see something like amazon
"Apple iPhone 5c Factory Unlocked Cellphone, 8GB, Blue",Unknown,199.99,1,"Bulls***, I bought the phone and it says it's already activated on another account so now I just bought a phone and I can't even use it!",Negative,bull bought phone say already activated another account bought phone cant even use
Apple iPhone 4 8GB Unlocked- Black,Unknown,179.99,1,"The iPhone did not power on. When I went to an Apple Store (Genius Bar) and they inspected the iPhone internally, they found missing internal screws. In addition, the iPhone was out of warranty, the serial number inside the iPhone did not match the box it come in, and for the Apple records it was bought for another person. So, they were unable to replace the iPhone due to the internal tampering and serial number mismatch.",Negative,iphone power went apple store genius bar inspected iphone internally found missing internal screw addition iphone warranty serial number inside iphone match box come apple record bought another person unable replace iphone due internal tampering serial number mismatch
"Apple iPhone 5c Factory Unlocked Cellphone, 8GB, Blue",Unknown,199.99,1,wont buy again had to send back phone wouldn't stop cutting off,Negative,wont buy send back phone wouldnt stop cutting
Apple iPhone 5c 32GB - Unlocked - (Green),Apple,224.77,5,"**1 Month Update (6/16/16):Still running great with excellent battery life. My only grief is the storage capacity of 8GB, which I was fully aware of going into the purchase. Great phone for the price, and in my case, the perfect temp for until the iPhone 7 comes out. Even in 2016, I'd recommend the 5C over the 5 & 5S just based on price point, and the assumption that this Fall the iPhone 7 will be amongst the heroes. No point in my opinion of spending > 200$ for a new iPhone of any model until this year's releases.So if you need an iPhone immediately, 5c is the way to go. Bare with it until its big brother comes out. It won't let you down.**Note on seller, seems trustworthy since the apple care was never registered and began once I synced the iPhone to itunes for the first time.Initial Product Review:I bought this via Amazon prime fulfilled by seller ""Breed"" a couple of days ago. TBH, I was really hesitant about purchasing such an old iPhone model in ""New"" condition, however to the best of my knowledge, the iPhone came exactly as described. The only strange thing was the fact that there was already a Verizon sim card inserted in the sim slot. The phone was described as not Verizon compatible however I'm thinking it was originally meant to just be a Verizon phone a retail location was unable to sell. The phone does function correctly with T-Mobile and is assuringly running on GSM not CDMA. SO what are my overall thoughts thus far?1. The phone did come in new condition.2. The phone does work on GSM networks, and possibly on Verizon as well.3. I paid just under 180$ for the phone, and it is confirmed to be unlocked with a 1 year apple care warranty, so seriously... what more could I ask for?As far as a review of the product relating to Apple.1. The battery, it's an older model and has probably been sitting in a storefront for at least 2 years... meaning it holds a charge, just not as good as it did 2 years ago most likely. Still, definitely lasts through a days worth of use.2. 8GB is really only enough storage if you're like me and spend most of your time in front of a computer, meaning you only really need your phone for email, messaging, status updates, gps etc. It's fine for me, but then again, I have like two pictures, 0 songs, and pretty much stream anything and everything.3. It's an Apple product. You can't go wrong with apple, even if the device itself goes wrong. They'll sort you out.**Should anything change I'll be sure to update this review, but as of 5/20/16, I'm one happy customer Amazon :)",Positive,month update still running great excellent battery life grief storage capacity gb fully aware going purchase great phone price case perfect temp iphone come even id recommend c based price point assumption fall iphone amongst hero point opinion spending new iphone model year releasesso need iphone immediately c way go bare big brother come wont let downnote seller seems trustworthy since apple care never registered began synced iphone itunes first timeinitial product reviewi bought via amazon prime fulfilled seller breed couple day ago tbh really hesitant purchasing old iphone model new condition however best knowledge iphone came exactly described strange thing fact already verizon sim card inserted sim slot phone described verizon compatible however im thinking originally meant verizon phone retail location unable sell phone function correctly tmobile assuringly running gsm cdma overall thought thus far phone come new condition phone work gsm network possibly verizon well paid phone confirmed unlocked year apple care warranty seriously could ask foras far review product relating apple battery older model probably sitting storefront least year meaning hold charge good year ago likely still definitely last day worth use gb really enough storage youre like spend time front computer meaning really need phone email messaging status update gps etc fine like two picture song pretty much stream anything everything apple product cant go wrong apple even device go wrong theyll sort outshould anything change ill sure update review im one happy customer amazon
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,5,5 stats,Positive,stats
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,"Fast shipping , the phone was great snd unlocked",Positive,fast shipping phone great snd unlocked
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,Only phone good thanks.,Positive,phone good thanks
"5.5"" HD Display Unlocked Smartphones Android 4G GSM USA Worldwide Dual Sim Quad Core - Plum Z550 - Black",Plum,105.06,1,Worst phone ever... not only you can’t find a case but if it falls once it will crack and you won’t be able to use it. I tried to sell it on one of those machines at Walmart and it won’t even recognize the device. DO NOT BUY!!!,Negative,worst phone ever cant find case fall crack wont able use tried sell one machine walmart wont even recognize device buy
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,1,Received a stolen phone.😡 Found out when trying to activate with AT&T. Opened a claim with Amazon to get a refund and determine what to do with Stolen phone. Not happy to say the least.,Negative,received stolen phone found trying activate att opened claim amazon get refund determine stolen phone happy say least
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,4,"I like this phone. It cable a week later, but it works well. It was classified as new, but if came with scratches on the back. Very few, though.",Positive,like phone cable week later work well classified new came scratch back though
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,Forget liking this device I Love It. The sound from the front facing stereo speakers are amazing. No need for separate Bluetooth speakers anymore. The 5.5in LCD screen is pretty amazing. I personally prefer amoled/oled screens but in comparison this screen holds it own. The camera is pretty basic but can produce some great shots in auto mode as well with manual controls. Very thin and light to the point that it feels like maybe the battery is missing or that this is a demo/dummy phone with no guts. Very durable though as tested by accident when the kids dropped the phone and it slid across the tiled kitchen floor on its screen and showed no signs of damage without screen protector applied or case on it. Do wish that the company included a clear case though. Usb type c and water resistant are on my wish list too.,Positive,forget liking device love sound front facing stereo speaker amazing need separate bluetooth speaker anymore lcd screen pretty amazing personally prefer amoledoled screen comparison screen hold camera pretty basic produce great shot auto mode well manual control thin light point feel like maybe battery missing demodummy phone gut durable though tested accident kid dropped phone slid across tiled kitchen floor screen showed sign damage without screen protector applied case wish company included clear case though usb type c water resistant wish list
Apple iPhone 5c 32GB (Blue) - AT&T,Apple,274.95,5,"My Experience was Great , The Phone was in Good Condition. Actually what I expected. I Would definitely recommend to others",Positive,experience great phone good condition actually expected would definitely recommend others
Apple iPhone 5c 16GB (Green) - AT&T,Apple,648.0,3,"The phone was in the condition as advertised which was ""fair"". I felt that the scratches on the case made the condition fair. but the phone was very dirty. but once cleaned up it was good to go. there were no scratches on the screen",Neutral,phone condition advertised fair felt scratch case made condition fair phone dirty cleaned good go scratch screen
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,"This is a great phone for those of us who want a VERY nice, large screen, excellent battery life and don't need the fastest phone on the market. Yeah, it's slower than the Sammie S6 I got from work, but it isn't a long, painful wait for it to complete a task, just a slight hesitation. Unless you are a serious power user I doubt you'll have a problem with performance. The battery life is better than the S6. And it works as well as the Samsung as an actual phone (yes, I actually make calls on my phone... I'm old).The rear camera is fine... far better than my photography, that's for sure. I don't do selfies, so I don't know how well the front camera works (as indicated above, I'm old).The sound is MUCH better than the Samsung, both from the speaker and headphones, and the music program is easy to use and plays FLAC files.It is light enough that even with an armored case it isn't too heavy, and I quickly got used to the size. It is easier to carry on my belt, but it fits in my pocket. The S6 seems too small to me now, and I will almost certainly get another 5.5"" phone next time..I would have no hesitation buying another Alcatel phone when this one is ready to retire in another year or two. Or maybe three if it keeps working, since it certainly is meeting my phone, e-mail, snapshot and web surfing needs very well.",Positive,great phone u want nice large screen excellent battery life dont need fastest phone market yeah slower sammie got work isnt long painful wait complete task slight hesitation unless serious power user doubt youll problem performance battery life better work well samsung actual phone yes actually make call phone im oldthe rear camera fine far better photography thats sure dont selfies dont know well front camera work indicated im oldthe sound much better samsung speaker headphone music program easy use play flac filesit light enough even armored case isnt heavy quickly got used size easier carry belt fit pocket seems small almost certainly get another phone next timei would hesitation buying another alcatel phone one ready retire another year two maybe three keep working since certainly meeting phone email snapshot web surfing need well
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,perfectly received . No problem,Positive,perfectly received problem
Apple iPhone 4 16GB GSM Unlocked 1GHz Cortex-A8 SmartPhone w/ 5MP Camera - Black,Apple,79.99,5,The iPhone was in great condition. No scratches or marks on it. I added my SIM card and the phone has been working great. I have not found anything wrong or not working properly. Worth the money!,Positive,iphone great condition scratch mark added sim card phone working great found anything wrong working properly worth money
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,118.99,5,Works great,Positive,work great
"Apple iPhone 5s AT&T Cellphone, 16GB, Gold",Apple,109.99,5,Excellent value,Positive,excellent value
"Apple iPhone 5S Space Gray 32GB Unlocked GSM Smartphone, Space Gray (Certified Refurbished)",Apple,349.0,1,Poor product. Slow and with function problems. The battery lasts 3 hours.,Negative,poor product slow function problem battery last hour
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,3,The pin to unlock the sim card opening was not included in the package.,Neutral,pin unlock sim card opening included package
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Beautiful. Best phone I've ever had. Arrived with maybe two scratches. Is eligible for straight talk from Walmart which is a great deal. Never a loss of service. Excellent buy,Positive,beautiful best phone ive ever arrived maybe two scratch eligible straight talk walmart great deal never loss service excellent buy
Apple iPhone 5C 32GB Factory Unlocked GSM Cell Phone - White,Unknown,274.95,5,"Love it! Considers a 4S...very little price difference. I read and joined the ""Lets make fun of the new iPhone crowd"" when it first out. It's pretty nice. I got over the different cord pretty quickly. You can really tell the different of the thickness. Night and Day. The response time is better. Siri even seems smarter. This Buyer gives you exactly was you paid for at a great price.",Positive,love considers svery little price difference read joined let make fun new iphone crowd first pretty nice got different cord pretty quickly really tell different thickness night day response time better siri even seems smarter buyer give exactly paid great price
"Apple iPhone 4 8GB, White, for Straight Talk, No Contract",Apple,72.99,4,Works well,Positive,work well
Apple iPhone 4S 32GB (Black) - AT&T,Apple,209.48,5,she like it on I like it,Positive,like like
Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black,Apple,39.0,1,I bought this iPhone 3gs for my son only work for 4 months then was shutting off when had 60% of battery i talk to couple friends told me it was something i the ios software because battery was showing 60% but i found an apple community website saying they replaced the battery an work ok . I did replaced the battery my self an found inside the iPhone was missing screws an the clip to hold the camera in place . its not good because you are paying for new iPhone an i got a used repair phone has been 1 week after i replaced the battery seems to be working ok but i don't recommend this seller to any body save your self a headed.,Negative,bought iphone g son work month shutting battery talk couple friend told something io software battery showing found apple community website saying replaced battery work ok replaced battery self found inside iphone missing screw clip hold camera place good paying new iphone got used repair phone week replaced battery seems working ok dont recommend seller body save self headed
Apple iPhone 5c 32GB - Unlocked - (Green),Apple,224.77,5,good productery good product,Positive,good productery good product
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,5,"The item was delivered when it was supposed to be and in a very good packaging. The item is excellent, as I expected to be. Thank you very much!",Positive,item delivered supposed good packaging item excellent expected thank much
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,5,the phone is perfect.also I received it on time before Christmas.,Positive,phone perfectalso received time christmas
Apple iPhone 4s a1387 8GB Black Smartphone for AT&T,Unknown,159.99,5,"What can I say, I'm an iPhone girl - ha ha ha! Love having Siri for a secretary. ;) I can't say enough good things about it - so many things all in one spot now - the phone, the timer, scheduled alarms, those notes, the calendar, the camera, being able to dictate instead of type, etc. I keep discovering more ways to use it. I love, love, love, love, love it. :D",Positive,say im iphone girl ha ha ha love siri secretary cant say enough good thing many thing one spot phone timer scheduled alarm note calendar camera able dictate instead type etc keep discovering way use love love love love love
Apple iPhone 4S 64GB (White) - Factory Unlocked,Apple,234.19,5,"excelente equipo, es un tremendo telefono, me encanta mi iphone, puedo hacer de todo con el por la capacidad que tiene",Positive,excelente equipo e un tremendo telefono encanta mi iphone puedo hacer de todo con el por la capacidad que tiene
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,Apple,103.94,5,Received as advertised: Verizon Wireless Apple iPhone 5c. Took it to the Verizon store and had them insert a SIM card and it works great. No complaints.,Positive,received advertised verizon wireless apple iphone c took verizon store insert sim card work great complaint
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,1,junk,Negative,junk
Apple iPhone 5c 8GB (Pink) - Verizon Wireless,Apple,194.99,1,I need a new one! This one glitches and I need a new one! I will not send the other one back either!,Negative,need new one one glitch need new one send one back either
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,1,"battery was no good, plus it would do weird things while using it, would freeze up, and the screen, which must have been replaced was not attached properly, must have got the lemon!!",Negative,battery good plus would weird thing using would freeze screen must replaced attached properly must got lemon
Apple iPhone 5c 32GB (Yellow) - AT&T,Apple,224.77,5,Phone was in the original packaging and works great.,Positive,phone original packaging work great
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,Great phone bought for my son and he really love no issues what so ever,Positive,great phone bought son really love issue ever
Apple iPhone 5c 32GB (Yellow) - AT&T,Apple,224.77,2,You can barely hear when you are talking to someone,Negative,barely hear talking someone
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,2,Its wasnt new. :/,Negative,wasnt new
Apple iPhone 5S 16GB Factory Unlocked GSM Cell Phone - Silver/White,Apple,265.0,5,very nice,Positive,nice
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black",Apple,309.0,5,100% recomendado very good,Positive,recomendado good
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,1,This was a great phone it's time but my 5s was defective. I bought a SE and couldn't be happier with it.,Negative,great phone time defective bought se couldnt happier
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,3,"Service is good, but the commodity quality is not okey, perhaps it is accacident!",Neutral,service good commodity quality okey perhaps accacident
Apple iPhone 5S 32 gb (Space Gray) - AT&T,Unknown,135.0,5,phone looked brand new and works perfectly,Positive,phone looked brand new work perfectly
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",Apple,139.95,4,Phone came with more scratches then expected and after a day or two of use the back camera has these tiny purple specks on every picture you take while using the back camera.,Positive,phone came scratch expected day two use back camera tiny purple speck every picture take using back camera
Apple iPhone 5c 16GB (Yellow) - AT&T,Apple,248.0,5,"Love it, works like new! Thanks for being honest!",Positive,love work like new thanks honest
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,1,"Phone was NOT NEW as described. Phone stopped working after 8 months. When I took it to the Apple store they told me my phone was a ""Franken-Phone"" made up of parts from many old phones. Apple will not repair it and I seriously doubt I will see my money again. DO NOT BUY FROM THIS SELLER!!",Negative,phone new described phone stopped working month took apple store told phone frankenphone made part many old phone apple repair seriously doubt see money buy seller
Apple iPhone 5S 32 gb (Space Gray) - AT&T,Unknown,135.0,5,Love it,Positive,love
Apple iPhone 5c 8GB GSM Unlocked Smartphone w/ 8MP Camera - Green,Apple,99.98,3,Trouble with the memory... Installed WhatsApp application and begun the trouble with the memory but well I will continue use it. I must search a memory card,Neutral,trouble memory installed whatsapp application begun trouble memory well continue use must search memory card
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,5,Works better than the phone i had bought from the store!,Positive,work better phone bought store
Apple iPhone 4S 32GB White - Unlocked,Unknown,155.0,5,"I just received the iPhone 4s i bought and it is in great shape, just as i read in the product details or even better, it really is like new. It came with a gray case also just like the seller said. He said he would throw in a bumper also which wasn't sent, but overall great product, trustful seller. thank you very much.",Positive,received iphone bought great shape read product detail even better really like new came gray case also like seller said said would throw bumper also wasnt sent overall great product trustful seller thank much
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,1,If I could I would give it no stars... the phone came and within a few weeks I had time to boot it up and change phones from my old one the this one... it was a mistake to change it before I checked the battery. From the beginning the battery didn't hold a charge very long and it took a long time to recharge... Now within 3 hours after it charged it was dead. I didn't use it once... Now it is trying to charge for 3 hours now and it is still in the red. I will take it to the Apple store to verify a dead battery.. I have sent the seller 2 letters with no responce.,Negative,could would give star phone came within week time boot change phone old one one mistake change checked battery beginning battery didnt hold charge long took long time recharge within hour charged dead didnt use trying charge hour still red take apple store verify dead battery sent seller letter responce
Apple iPhone 5c 32GB - Unlocked - (Yellow),Apple,224.77,5,I Ordered this phone 4 days ago and it came fast. But the phone was super nice and clean everything has been working perfectly so far. The only damage I could even notice was a little wear around the sim ejection hole but flawless otherwise. I'm an At&T user so I'm not sure if mine is locked to it or not but I'm so happy that I actually got everything I asked for at such a low price. Godbless,Positive,ordered phone day ago came fast phone super nice clean everything working perfectly far damage could even notice little wear around sim ejection hole flawless otherwise im att user im sure mine locked im happy actually got everything asked low price godbless
Apple iPhone 5c 32GB (Green) - Sprint,Apple,133.89,5,Awesome!!! It works with sprint!,Positive,awesome work sprint
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,3,It is acceptable,Neutral,acceptable
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,1,Bad just bad,Negative,bad bad
Apple iPhone 5c 32GB (Green) - Verizon Wireless,Apple,199.0,4,good,Positive,good
Apple iPhone 5c 32GB (Blue) - AT&T,Apple,274.95,4,I received this phone before I was told out would be here. Super happy about that. Pricing was fair. The only downside is that it didn't come with any kind of manual. Had to Google some things.,Positive,received phone told would super happy pricing fair downside didnt come kind manual google thing
Apple iPhone 5s 32GB (Gold) - Verizon Wireless,Apple,125.0,4,"Battery life seems to be no so great, but overall I am happy.",Positive,battery life seems great overall happy
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,Excellent. Like new. Still working great.,Positive,excellent like new still working great
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,1,These are the type of people who make you not want to buy anything on-line. I lost 500 dollars and will never trust buying on-line again. This is the type of seller who makes it difficult for other who are just starting out. I just can not express how much this seller should be in jail.,Negative,type people make want buy anything online lost dollar never trust buying online type seller make difficult starting express much seller jail
Apple iPhone 4 A1332 32GB Black (GSM Unlocked),Apple,75.0,1,Stopped working a month after I bought it ... Waste of time,Negative,stopped working month bought waste time
Apple iPhone 5 16GB 4G LTE Global White - Sprint,Unknown,209.0,1,"At first I bought this phone because I was under the impression that it was unlocked. After contacting the seller, it turned out that it WAS LOCKED AND THEY WERE UNABLE TO PROVIDE ME THE CODE TO UNLOCK. I was told to contact Sprint but Sprint wouldn't give it to me because they said that for security reasons/the seller should have been able to provide me the code. After much frustrations with this seller and not answering my emails, I filed a claim with Amazon and after that claim went through, he immediately started answering my emails again. Bottom line, very bad customer service & they make you pay restocking fee. I will NEVER order anything from this company again. Never worked with such an ignorant seller.",Negative,first bought phone impression unlocked contacting seller turned locked unable provide code unlock told contact sprint sprint wouldnt give said security reasonsthe seller able provide code much frustration seller answering email filed claim amazon claim went immediately started answering email bottom line bad customer service make pay restocking fee never order anything company never worked ignorant seller
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,5,The phone came in a very good condition.,Positive,phone came good condition
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,"I was expecting to get a phone with a few scratches, but the phone was like new. There were no problems getting it set up and it's working perfectly. I purchased the phone for my son and he's very happy with it.",Positive,expecting get phone scratch phone like new problem getting set working perfectly purchased phone son he happy
Apple iPhone 5c 32GB (Pink) - Verizon Wireless,Apple,159.99,5,5 STARS!!!,Positive,star
Apple iPhone 4 32GB (White) - Verizon,Apple,115.0,5,Happy with this purchase:-)Speedy shipping.,Positive,happy purchasespeedy shipping
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,"Yay, it works!",Positive,yay work
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,179.99,2,Battery performance too poor,Negative,battery performance poor
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",Apple,139.95,4,Good,Positive,good
Apple iPhone 5 64GB (White) - AT&T,Apple,314.95,3,The printing was too small for me to read.,Neutral,printing small read
Apple iPhone 5c 32GB (Yellow) - Sprint,Apple,233.43,4,Delivered on time. Phone looks practically new!,Positive,delivered time phone look practically new
"Apple iPhone 5s AT&T Cellphone, 16GB, Gold",Apple,109.99,5,works just fine...,Positive,work fine
Apple iPhone 5s 64GB (Gold) -T-Mobile,Apple,265.0,5,"I was a little skeptical at first about buying this phone from amazon because i got it at the price $499 (brand new!! Sealed) but i couldn't be happier! The phone of course is running ios 7 straight from the box and the touch i.d is probably the best thing ever. If you're debating whether to get the 5c or 5s definitely spend a little more for the 5s its totally worth it. The camera is great. Extremely fast and extremely clear. There are new options on it like the slomo effect which is fun to play with. The dual tone flash takes mobile picture taking to a whole other level. The best camera on a phone in the market. Take that from someone who has had a galaxy note 2 and samsung galaxy s3. The screen size is something people might not want to over look. If you have extremely big hands i would say go in store and try it out, see how well you can operate it. But its definitely ""one handable"" meaning you can use it with only one hand and not ever have to over stretch. The resolution is crystal clear, no doubt about that. Although the phone is 1.2 ghz it is blazing fast. It is a 64 bit. I can play heavy games like GTA and not ever freeze on me, even with lots of apps running in the background. Battery life is as expected when dealing with apple. But one thing i have noticed standby times are incredibly great. I can go to sleep with my phone at 100% and wake up and its at 99% sometimes still 100%. This phone is not ""droppable"" you'll have lucky moments when you drop it and it doesn't shatter but if it falls too high and too hard or at the wrong angle, your screen will be gone. Though I've had mine for over a month I haven't cracked it because i always keep it in a case. So invest in something protective like a speck case or otterbox or some generics.",Positive,little skeptical first buying phone amazon got price brand new sealed couldnt happier phone course running io straight box touch id probably best thing ever youre debating whether get c definitely spend little totally worth camera great extremely fast extremely clear new option like slomo effect fun play dual tone flash take mobile picture taking whole level best camera phone market take someone galaxy note samsung galaxy screen size something people might want look extremely big hand would say go store try see well operate definitely one handable meaning use one hand ever stretch resolution crystal clear doubt although phone ghz blazing fast bit play heavy game like gta ever freeze even lot apps running background battery life expected dealing apple one thing noticed standby time incredibly great go sleep phone wake sometimes still phone droppable youll lucky moment drop doesnt shatter fall high hard wrong angle screen gone though ive mine month havent cracked always keep case invest something protective like speck case otterbox generic
Apple iPhone 4S 64GB (Black) - Verizon,Apple,114.0,1,"At first it was great, but then it only lasted 9 months and the dock broke and apple told me I have to get a new phone",Negative,first great lasted month dock broke apple told get new phone
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,1,I wouldn't even give it one star. I got this phone for my mother. She loved it but it wouldn't charge so had to send it back!,Negative,wouldnt even give one star got phone mother loved wouldnt charge send back
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,1,"Didn't work right, but I used it until it stopped working.",Negative,didnt work right used stopped working
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,Apple,103.94,1,The Phone wasnt unlocked and wouldnt accept the sim card.,Negative,phone wasnt unlocked wouldnt accept sim card
"Apple iPhone 4 8GB, Unlocked (Black)",Unknown,122.0,3,Okay when I got the phone it was 50% charged and it seemed to work fine until I used the speakers one of the speakers where broke. I still use the phone and its a great phone other then the speaker but I still recommend this phone. but you might want it to buy white cause my grandmother did and her was brand new.,Neutral,okay got phone charged seemed work fine used speaker one speaker broke still use phone great phone speaker still recommend phone might want buy white cause grandmother brand new
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",Apple,139.95,1,Didn't like this phone the battery sucks it dies way to fast it gos from 70% to 30% in like 10 minutes sometime not happy with it at all.,Negative,didnt like phone battery suck dy way fast go like minute sometime happy
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,5,ilove,Positive,ilove
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,its o.k. durable,Positive,ok durable
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,"I got this phone day before yesterday. Arrived on time. The phone was sealed and is brand new. Loved it. I bought it for my mother in India. So, I will have to take it to India and check if it works with the service providers there. It should, hopefully. :)",Positive,got phone day yesterday arrived time phone sealed brand new loved bought mother india take india check work service provider hopefully
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,"My wife's iPhone 4 died and she wanted a new one, but didn't want to commit to another 2-year contract. I bought this new from Amazon for $250 less than what Sprint would charge me.",Positive,wife iphone died wanted new one didnt want commit another year contract bought new amazon less sprint would charge
